From	To	Species	Gene Name
ENSG00000215372	XM_002346078	Homo sapiens	zinc finger protein 705G-like
ENSG00000124766	NM_003107	Homo sapiens	SRY (sex determining region Y)-box 4
ENSG00000196350	XM_001718919	Homo sapiens	zinc finger protein 729; similar to Zinc finger protein ENSP00000350085
ENSG00000196350	XM_001714965	Homo sapiens	zinc finger protein 729; similar to Zinc finger protein ENSP00000350085
ENSG00000196350	XM_001719773	Homo sapiens	zinc finger protein 729; similar to Zinc finger protein ENSP00000350085
ENSG00000197213	NM_001080456	Homo sapiens	zinc finger and SCAN domain containing 5B
ENSG00000105610	NM_006563	Homo sapiens	Kruppel-like factor 1 (erythroid)
ENSG00000170549	NM_024337	Homo sapiens	iroquois homeobox 1
ENSG00000089335	NM_001012320	Homo sapiens	zinc finger protein 302
ENSG00000089335	NM_018443	Homo sapiens	zinc finger protein 302
ENSG00000178604	NM_001039884	Homo sapiens	zinc finger protein 826
ENSG00000072736	NM_173164	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
ENSG00000072736	NM_173165	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
ENSG00000072736	NM_004555	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
ENSG00000072736	NM_173163	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 3
ENSG00000170561	NM_001134222	Homo sapiens	iroquois homeobox 2
ENSG00000170561	NM_033267	Homo sapiens	iroquois homeobox 2
ENSG00000147596	NM_024504	Homo sapiens	PR domain containing 14
ENSG00000064218	NM_021240	Homo sapiens	doublesex and mab-3 related transcription factor 3
ENSG00000164631	NM_016265	Homo sapiens	postmeiotic segregation increased 2-like 3; zinc finger protein 12
ENSG00000164631	NM_001003686	Homo sapiens	postmeiotic segregation increased 2-like 3; zinc finger protein 12
ENSG00000164631	NM_006956	Homo sapiens	postmeiotic segregation increased 2-like 3; zinc finger protein 12
ENSG00000164631	NM_005395	Homo sapiens	postmeiotic segregation increased 2-like 3; zinc finger protein 12
ENSG00000114439	NM_020235	Homo sapiens	bobby sox homolog (Drosophila)
ENSG00000114439	NM_001142568	Homo sapiens	bobby sox homolog (Drosophila)
ENSG00000136630	NM_021958	Homo sapiens	H2.0-like homeobox
ENSG00000125878	NM_004609	Homo sapiens	transcription factor 15 (basic helix-loop-helix)
ENSG00000127528	NM_016270	Homo sapiens	Kruppel-like factor 2 (lung)
ENSG00000152284	NM_031283	Homo sapiens	transcription factor 7-like 1 (T-cell specific, HMG-box)
ENSG00000157259	NM_021167	Homo sapiens	GATA zinc finger domain containing 1
ENSG00000180938	NM_152412	Homo sapiens	zinc finger protein 572
ENSG00000197608	NM_001136499	Homo sapiens	zinc finger protein 841
ENSG00000164438	NM_021025	Homo sapiens	T-cell leukemia homeobox 3
ENSG00000062370	NM_001083335	Homo sapiens	zinc finger protein 112 homolog (mouse)
ENSG00000062370	NM_013380	Homo sapiens	zinc finger protein 112 homolog (mouse)
ENSG00000167157	NM_016307	Homo sapiens	paired related homeobox 2
ENSG00000101126	NM_181442	Homo sapiens	activity-dependent neuroprotector homeobox
ENSG00000101126	NM_015339	Homo sapiens	activity-dependent neuroprotector homeobox
ENSG00000176692	NM_005251	Homo sapiens	forkhead box C2 (MFH-1, mesenchyme forkhead 1)
ENSG00000107859	NM_005029	Homo sapiens	paired-like homeodomain 3
ENSG00000184058	NM_080647	Homo sapiens	T-box 1
ENSG00000184058	NM_005992	Homo sapiens	T-box 1
ENSG00000184058	NM_080646	Homo sapiens	T-box 1
ENSG00000105880	NM_005221	Homo sapiens	distal-less homeobox 5
ENSG00000151702	NM_002017	Homo sapiens	Friend leukemia virus integration 1
ENSG00000151702	NM_001167681	Homo sapiens	Friend leukemia virus integration 1
ENSG00000187987	NM_001012455	Homo sapiens	zinc finger and SCAN domain containing 23
ENSG00000131759	NM_001145301	Homo sapiens	retinoic acid receptor, alpha
ENSG00000131759	NM_001145302	Homo sapiens	retinoic acid receptor, alpha
ENSG00000131759	NM_001024809	Homo sapiens	retinoic acid receptor, alpha
ENSG00000131759	NM_000964	Homo sapiens	retinoic acid receptor, alpha
ENSG00000141448	NM_005257	Homo sapiens	GATA binding protein 6
ENSG00000169840	NM_145657	Homo sapiens	GS homeobox 1
ENSG00000169136	NM_012068	Homo sapiens	activating transcription factor 5
ENSG00000188909	NM_001098169	Homo sapiens	brain-specific homeobox
ENSG00000121413	NM_001145542	Homo sapiens	zinc finger and SCAN domain containing 18
ENSG00000121413	NM_001145543	Homo sapiens	zinc finger and SCAN domain containing 18
ENSG00000121413	NM_001145544	Homo sapiens	zinc finger and SCAN domain containing 18
ENSG00000121413	NM_023926	Homo sapiens	zinc finger and SCAN domain containing 18
ENSG00000136169	NM_031915	Homo sapiens	SET domain, bifurcated 2
ENSG00000136169	NM_001160308	Homo sapiens	SET domain, bifurcated 2
ENSG00000124613	NM_001076781	Homo sapiens	zinc finger protein 391
ENSG00000197008	NM_001160183	Homo sapiens	zinc finger protein 138
ENSG00000197008	NM_006524	Homo sapiens	zinc finger protein 138
ENSG00000167840	NM_014519	Homo sapiens	zinc finger protein 232
ENSG00000121417	NM_198855	Homo sapiens	zinc finger protein 211
ENSG00000121417	NM_006385	Homo sapiens	zinc finger protein 211
ENSG00000136770	NM_022365	Homo sapiens	DnaJ (Hsp40) homolog, subfamily C, member 1
ENSG00000152804	NM_002729	Homo sapiens	hematopoietically expressed homeobox
ENSG00000008441	NM_002501	Homo sapiens	nuclear factor I/X (CCAAT-binding transcription factor)
ENSG00000197951	NM_021216	Homo sapiens	zinc finger protein 71
ENSG00000204527	NM_001012729	Homo sapiens	double homeobox A
ENSG00000068323	NM_006521	Homo sapiens	transcription factor binding to IGHM enhancer 3
ENSG00000170485	NM_002518	Homo sapiens	neuronal PAS domain protein 2
ENSG00000197757	NM_004503	Homo sapiens	homeobox C6
ENSG00000197757	NM_153693	Homo sapiens	homeobox C6
ENSG00000204524	NM_001145078	Homo sapiens	zinc finger protein 805
ENSG00000204524	NM_001023563	Homo sapiens	zinc finger protein 805
ENSG00000081059	NM_201633	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000081059	NM_201632	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000081059	NM_001134851	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000081059	NM_001134852	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000081059	NM_213648	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000081059	NM_003202	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000081059	NM_201634	Homo sapiens	transcription factor 7 (T-cell specific, HMG-box)
ENSG00000167074	NM_001145398	Homo sapiens	thyrotrophic embryonic factor
ENSG00000167074	NM_003216	Homo sapiens	thyrotrophic embryonic factor
ENSG00000113387	NM_006713	Homo sapiens	SUB1 homolog (S. cerevisiae)
ENSG00000133740	NM_001083589	Homo sapiens	E2F transcription factor 5, p130-binding
ENSG00000133740	NM_001951	Homo sapiens	E2F transcription factor 5, p130-binding
ENSG00000133740	NM_001083588	Homo sapiens	E2F transcription factor 5, p130-binding
ENSG00000141644	NM_015846	Homo sapiens	methyl-CpG binding domain protein 1
ENSG00000141644	NM_015847	Homo sapiens	methyl-CpG binding domain protein 1
ENSG00000141644	NM_015844	Homo sapiens	methyl-CpG binding domain protein 1
ENSG00000141644	NM_015845	Homo sapiens	methyl-CpG binding domain protein 1
ENSG00000141644	NM_002384	Homo sapiens	methyl-CpG binding domain protein 1
ENSG00000118495	NM_006718	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_001080955	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_001080956	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_001080953	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_002656	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_001080954	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_001080952	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000118495	NM_001080951	Homo sapiens	pleiomorphic adenoma gene-like 1
ENSG00000169131	NM_005649	Homo sapiens	zinc finger protein 354A
ENSG00000141646	NM_005359	Homo sapiens	SMAD family member 4
ENSG00000054598	NM_001453	Homo sapiens	forkhead box C1
ENSG00000009307	NM_007158	Homo sapiens	cold shock domain containing E1, RNA-binding
ENSG00000009307	NM_001007553	Homo sapiens	cold shock domain containing E1, RNA-binding
ENSG00000009307	NM_001130523	Homo sapiens	cold shock domain containing E1, RNA-binding
ENSG00000204366	NM_181842	Homo sapiens	zinc finger and BTB domain containing 12
ENSG00000113580	NM_001018075	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000113580	NM_001018076	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000113580	NM_001018077	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000113580	NM_000176	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000113580	NM_001024094	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000113580	NM_001020825	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000113580	NM_001018074	Homo sapiens	nuclear receptor subfamily 3, group C, member 1 (glucocorticoid receptor)
ENSG00000144026	NM_032788	Homo sapiens	zinc finger protein 514
ENSG00000136352	NM_001079668	Homo sapiens	NK2 homeobox 1
ENSG00000136352	NM_003317	Homo sapiens	NK2 homeobox 1
ENSG00000136352	XM_002344771	Homo sapiens	NK2 homeobox 1
ENSG00000129028	NM_020147	Homo sapiens	THAP domain containing 10
ENSG00000009709	NM_013945	Homo sapiens	paired box 7
ENSG00000009709	NM_002584	Homo sapiens	paired box 7
ENSG00000009709	NM_001135254	Homo sapiens	paired box 7
ENSG00000136367	XM_001720095	Homo sapiens	zinc finger homeobox 2
ENSG00000136367	XM_001714980	Homo sapiens	zinc finger homeobox 2
ENSG00000136367	XM_001722719	Homo sapiens	zinc finger homeobox 2
ENSG00000204920	NM_003445	Homo sapiens	zinc finger protein 155
ENSG00000204920	NM_198089	Homo sapiens	zinc finger protein 155
ENSG00000197013	NM_001001415	Homo sapiens	zinc finger protein 429
ENSG00000163792	NM_175769	Homo sapiens	transcription factor 23
ENSG00000139624	NM_147190	Homo sapiens	LAG1 homolog, ceramide synthase 5
ENSG00000166704	NM_025027	Homo sapiens	zinc finger protein 606
ENSG00000117139	NM_006618	Homo sapiens	similar to Jumonji, AT rich interactive domain 1B (RBP2-like); lysine (K)-specific demethylase 5B
ENSG00000117139	XM_001719676	Homo sapiens	similar to Jumonji, AT rich interactive domain 1B (RBP2-like); lysine (K)-specific demethylase 5B
ENSG00000100281	NM_001003681	Homo sapiens	HMG box domain containing 4
ENSG00000100281	NM_014250	Homo sapiens	HMG box domain containing 4
ENSG00000100281	NM_005487	Homo sapiens	HMG box domain containing 4
ENSG00000144218	NM_001025108	Homo sapiens	AF4/FMR2 family, member 3
ENSG00000144218	NM_002285	Homo sapiens	AF4/FMR2 family, member 3
ENSG00000132604	NM_005652	Homo sapiens	telomeric repeat binding factor 2
ENSG00000196152	NM_007135	Homo sapiens	zinc finger protein 79
ENSG00000121406	NM_153263	Homo sapiens	zinc finger protein 549
ENSG00000179348	NM_032638	Homo sapiens	GATA binding protein 2
ENSG00000179348	NM_001145661	Homo sapiens	GATA binding protein 2
ENSG00000179348	NM_001145662	Homo sapiens	GATA binding protein 2
ENSG00000197016	NM_001001668	Homo sapiens	zinc finger protein 470
ENSG00000196150	NM_021061	Homo sapiens	zinc finger protein 250
ENSG00000196150	NM_001109689	Homo sapiens	zinc finger protein 250
ENSG00000163795	NM_144631	Homo sapiens	zinc finger protein 513
ENSG00000169856	NM_004498	Homo sapiens	one cut homeobox 1
ENSG00000196498	NM_001077261	Homo sapiens	nuclear receptor co-repressor 2
ENSG00000196498	NM_006312	Homo sapiens	nuclear receptor co-repressor 2
ENSG00000079263	NM_001005176	Homo sapiens	SP140 nuclear body protein
ENSG00000079263	NM_007237	Homo sapiens	SP140 nuclear body protein
ENSG00000067082	NM_001160124	Homo sapiens	Kruppel-like factor 6
ENSG00000067082	NM_001160125	Homo sapiens	Kruppel-like factor 6
ENSG00000067082	NM_001300	Homo sapiens	Kruppel-like factor 6
ENSG00000119547	NM_004852	Homo sapiens	one cut homeobox 2
ENSG00000197937	NM_032584	Homo sapiens	zinc finger protein 347
ENSG00000204532	XM_938215	Homo sapiens	zinc finger and SCAN domain containing 5C
ENSG00000204532	XM_001131980	Homo sapiens	zinc finger and SCAN domain containing 5C
ENSG00000204532	XM_001726413	Homo sapiens	zinc finger and SCAN domain containing 5C
ENSG00000184828	NM_001039360	Homo sapiens	zinc finger and BTB domain containing 7C
ENSG00000204531	NM_203289	Homo sapiens	POU class 5 homeobox 1
ENSG00000204531	NM_002701	Homo sapiens	POU class 5 homeobox 1
ENSG00000186496	NM_145756	Homo sapiens	zinc finger protein 396
ENSG00000171129	XM_001713713	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
ENSG00000171129	NM_001164415	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
ENSG00000171129	NM_016153	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
ENSG00000164078	NM_002447	Homo sapiens	macrophage stimulating 1 receptor (c-met-related tyrosine kinase)
ENSG00000138378	NM_003151	Homo sapiens	signal transducer and activator of transcription 4
ENSG00000196693	NM_006955	Homo sapiens	zinc finger protein 33B
ENSG00000142700	NM_032110	Homo sapiens	DMRT-like family A2
ENSG00000184221	NM_138983	Homo sapiens	oligodendrocyte transcription factor 1
ENSG00000147421	NM_001135726	Homo sapiens	homeobox containing 1
ENSG00000147421	NM_024567	Homo sapiens	homeobox containing 1
ENSG00000197020	NM_173531	Homo sapiens	zinc finger protein 100
ENSG00000170260	NM_012256	Homo sapiens	zinc finger protein 212
ENSG00000177374	NM_001098202	Homo sapiens	hypermethylated in cancer 1
ENSG00000177374	NM_006497	Homo sapiens	hypermethylated in cancer 1
ENSG00000073584	NM_003079	Homo sapiens	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily e, member 1
ENSG00000196482	NM_206595	Homo sapiens	estrogen-related receptor gamma
ENSG00000196482	NM_206594	Homo sapiens	estrogen-related receptor gamma
ENSG00000196482	NM_001438	Homo sapiens	estrogen-related receptor gamma
ENSG00000196482	NM_001134285	Homo sapiens	estrogen-related receptor gamma
ENSG00000164458	NM_003181	Homo sapiens	T, brachyury homolog (mouse)
ENSG00000197024	NM_020781	Homo sapiens	zinc finger protein 398
ENSG00000197024	NM_170686	Homo sapiens	zinc finger protein 398
ENSG00000173480	NM_152475	Homo sapiens	zinc finger protein 417
ENSG00000166949	NM_005902	Homo sapiens	SMAD family member 3
ENSG00000166949	NM_001145102	Homo sapiens	SMAD family member 3
ENSG00000166949	NM_001145103	Homo sapiens	SMAD family member 3
ENSG00000166949	NM_001145104	Homo sapiens	SMAD family member 3
ENSG00000158805	NM_152287	Homo sapiens	zinc finger protein 276
ENSG00000158805	NM_001113525	Homo sapiens	zinc finger protein 276
ENSG00000119574	NM_032792	Homo sapiens	zinc finger and BTB domain containing 45
ENSG00000197935	NM_001010877	Homo sapiens	zinc finger protein 311
ENSG00000182903	NM_133474	Homo sapiens	zinc finger protein 721
ENSG00000197933	NM_001080493	Homo sapiens	zinc finger protein 823
ENSG00000081665	NM_031218	Homo sapiens	zinc finger protein 93
ENSG00000170265	NM_003575	Homo sapiens	zinc finger protein 282
ENSG00000197928	NM_182609	Homo sapiens	zinc finger protein 677
ENSG00000163564	NM_198928	Homo sapiens	pyrin and HIN domain family, member 1
ENSG00000163564	NM_152501	Homo sapiens	pyrin and HIN domain family, member 1
ENSG00000163564	NM_198930	Homo sapiens	pyrin and HIN domain family, member 1
ENSG00000163564	NM_198929	Homo sapiens	pyrin and HIN domain family, member 1
ENSG00000163565	NM_005531	Homo sapiens	interferon, gamma-inducible protein 16
ENSG00000186487	NM_015025	Homo sapiens	myelin transcription factor 1-like
ENSG00000163568	NM_004833	Homo sapiens	absent in melanoma 2
ENSG00000157557	NM_005239	Homo sapiens	v-ets erythroblastosis virus E26 oncogene homolog 2 (avian)
ENSG00000069812	NM_019089	Homo sapiens	hairy and enhancer of split 2 (Drosophila)
ENSG00000068305	NM_005587	Homo sapiens	myocyte enhancer factor 2A
ENSG00000068305	NM_001130928	Homo sapiens	myocyte enhancer factor 2A
ENSG00000068305	NM_001130926	Homo sapiens	myocyte enhancer factor 2A
ENSG00000068305	NM_001130927	Homo sapiens	myocyte enhancer factor 2A
ENSG00000068305	NM_001171894	Homo sapiens	myocyte enhancer factor 2A
ENSG00000139651	NM_001004304	Homo sapiens	zinc finger protein 740
ENSG00000157554	NM_182918	Homo sapiens	v-ets erythroblastosis virus E26 oncogene homolog (avian)
ENSG00000157554	NM_004449	Homo sapiens	v-ets erythroblastosis virus E26 oncogene homolog (avian)
ENSG00000157554	NM_001136155	Homo sapiens	v-ets erythroblastosis virus E26 oncogene homolog (avian)
ENSG00000157554	NM_001136154	Homo sapiens	v-ets erythroblastosis virus E26 oncogene homolog (avian)
ENSG00000120690	NM_172373	Homo sapiens	E74-like factor 1 (ets domain transcription factor)
ENSG00000120690	NM_001145353	Homo sapiens	E74-like factor 1 (ets domain transcription factor)
ENSG00000006468	NM_001163147	Homo sapiens	ets variant 1
ENSG00000006468	NM_001163151	Homo sapiens	ets variant 1
ENSG00000006468	NM_001163152	Homo sapiens	ets variant 1
ENSG00000006468	NM_001163150	Homo sapiens	ets variant 1
ENSG00000006468	NM_001163149	Homo sapiens	ets variant 1
ENSG00000006468	NM_001163148	Homo sapiens	ets variant 1
ENSG00000006468	NM_004956	Homo sapiens	ets variant 1
ENSG00000140262	NM_207036	Homo sapiens	transcription factor 12
ENSG00000140262	NM_207037	Homo sapiens	transcription factor 12
ENSG00000140262	NM_003205	Homo sapiens	transcription factor 12
ENSG00000140262	NM_207038	Homo sapiens	transcription factor 12
ENSG00000140262	NM_207040	Homo sapiens	transcription factor 12
ENSG00000198205	NM_007156	Homo sapiens	zinc finger, X-linked, duplicated A
ENSG00000103495	NM_001042539	Homo sapiens	MYC-associated zinc finger protein (purine-binding transcription factor)
ENSG00000103495	NM_002383	Homo sapiens	MYC-associated zinc finger protein (purine-binding transcription factor)
ENSG00000136574	NM_002052	Homo sapiens	GATA binding protein 4
ENSG00000120693	NM_001127217	Homo sapiens	SMAD family member 9
ENSG00000120693	NM_005905	Homo sapiens	SMAD family member 9
ENSG00000140265	NM_152455	Homo sapiens	zinc finger and SCAN domain containing 29
ENSG00000163563	NM_002432	Homo sapiens	myeloid cell nuclear differentiation antigen
ENSG00000171116	XM_001713713	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
ENSG00000171116	NM_001164415	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
ENSG00000171116	NM_016153	Homo sapiens	heat shock transcription factor family, X linked 1; heat shock transcription factor family, X linked 2
ENSG00000153560	NM_001128161	Homo sapiens	upstream binding protein 1 (LBP-1a)
ENSG00000153560	NM_001128160	Homo sapiens	upstream binding protein 1 (LBP-1a)
ENSG00000153560	NM_014517	Homo sapiens	upstream binding protein 1 (LBP-1a)
ENSG00000033800	NM_016166	Homo sapiens	protein inhibitor of activated STAT, 1
ENSG00000111206	NM_202002	Homo sapiens	forkhead box M1
ENSG00000111206	NM_202003	Homo sapiens	forkhead box M1
ENSG00000111206	NM_021953	Homo sapiens	forkhead box M1
ENSG00000164050	NM_001130082	Homo sapiens	plexin B1
ENSG00000164050	NM_002673	Homo sapiens	plexin B1
ENSG00000186051	NM_005421	Homo sapiens	T-cell acute lymphocytic leukemia 2
ENSG00000122592	NM_006896	Homo sapiens	homeobox A7
ENSG00000147601	NM_017489	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
ENSG00000147601	NM_003218	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
ENSG00000147601	XM_001715947	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
ENSG00000147601	XM_929288	Homo sapiens	similar to telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1; telomeric repeat binding factor (NIMA-interacting) 1 pseudogene
ENSG00000020256	NM_022088	Homo sapiens	zinc finger protein 64 homolog (mouse)
ENSG00000020256	NM_199427	Homo sapiens	zinc finger protein 64 homolog (mouse)
ENSG00000020256	NM_199426	Homo sapiens	zinc finger protein 64 homolog (mouse)
ENSG00000020256	NM_018197	Homo sapiens	zinc finger protein 64 homolog (mouse)
ENSG00000198604	NM_013448	Homo sapiens	bromodomain adjacent to zinc finger domain, 1A
ENSG00000198604	NM_182648	Homo sapiens	bromodomain adjacent to zinc finger domain, 1A
ENSG00000204946	XM_002346055	Homo sapiens	zinc finger family member 783
ENSG00000204946	XM_002344397	Homo sapiens	zinc finger family member 783
ENSG00000204946	XM_002342790	Homo sapiens	zinc finger family member 783
ENSG00000204946	XM_002342791	Homo sapiens	zinc finger family member 783
ENSG00000204946	XM_001726770	Homo sapiens	zinc finger family member 783
ENSG00000197037	NM_145115	Homo sapiens	zinc finger protein 498
ENSG00000204947	NM_001001661	Homo sapiens	zinc finger protein 425
ENSG00000196172	NM_138286	Homo sapiens	zinc finger protein 681
ENSG00000067066	NM_003113	Homo sapiens	SP100 nuclear antigen
ENSG00000067066	NM_001080391	Homo sapiens	SP100 nuclear antigen
ENSG00000205038	NM_177531	Homo sapiens	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1
ENSG00000176887	NM_003108	Homo sapiens	SRY (sex determining region Y)-box 11
ENSG00000197921	NM_001010926	Homo sapiens	hairy and enhancer of split 5 (Drosophila)
ENSG00000165821	NM_005407	Homo sapiens	sal-like 2 (Drosophila)
ENSG00000170448	NM_152995	Homo sapiens	nuclear transcription factor, X-box binding-like 1
ENSG00000186272	NM_006959	Homo sapiens	zinc finger protein 17
ENSG00000179361	NM_006465	Homo sapiens	AT rich interactive domain 3B (BRIGHT-like)
ENSG00000212993	NM_001159542	Homo sapiens	POU class 5 homeobox 1B
ENSG00000183770	NM_023067	Homo sapiens	forkhead box L2
ENSG00000124444	NM_024327	Homo sapiens	zinc finger protein 576
ENSG00000124444	NM_001145347	Homo sapiens	zinc finger protein 576
ENSG00000179774	NM_145178	Homo sapiens	atonal homolog 7 (Drosophila)
ENSG00000213096	NM_203282	Homo sapiens	zinc finger protein 254
ENSG00000179772	NM_004118	Homo sapiens	forkhead box S1
ENSG00000196670	NM_152283	Homo sapiens	zinc finger protein 62 homolog (mouse)
ENSG00000198807	NM_006194	Homo sapiens	paired box 9
ENSG00000137090	NM_021951	Homo sapiens	doublesex and mab-3 related transcription factor 1
ENSG00000109685	NM_133330	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
ENSG00000109685	NM_133335	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
ENSG00000109685	NM_007331	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
ENSG00000109685	NM_133334	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
ENSG00000109685	NM_133331	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
ENSG00000109685	NM_001042424	Homo sapiens	Wolf-Hirschhorn syndrome candidate 1
ENSG00000104804	NM_003323	Homo sapiens	tubby like protein 2
ENSG00000196466	NM_001080821	Homo sapiens	zinc finger protein 799
ENSG00000102349	NM_007250	Homo sapiens	Kruppel-like factor 8
ENSG00000102349	NM_001159296	Homo sapiens	Kruppel-like factor 8
ENSG00000130338	NM_001007466	Homo sapiens	tubby like protein 4
ENSG00000130338	NM_020245	Homo sapiens	tubby like protein 4
ENSG00000159556	NM_145805	Homo sapiens	ISL LIM homeobox 2
ENSG00000140044	NM_130469	Homo sapiens	Jun dimerization protein 2
ENSG00000140044	NM_001135049	Homo sapiens	Jun dimerization protein 2
ENSG00000140044	NM_001135048	Homo sapiens	Jun dimerization protein 2
ENSG00000140044	NM_001135047	Homo sapiens	Jun dimerization protein 2
ENSG00000130675	NM_005515	Homo sapiens	motor neuron and pancreas homeobox 1
ENSG00000130675	NM_001165255	Homo sapiens	motor neuron and pancreas homeobox 1
ENSG00000197044	NM_152355	Homo sapiens	zinc finger protein 441
ENSG00000165891	NM_203394	Homo sapiens	E2F transcription factor 7
ENSG00000121454	NM_033343	Homo sapiens	LIM homeobox 4
ENSG00000074219	NM_003598	Homo sapiens	TEA domain family member 2
ENSG00000198429	NM_021915	Homo sapiens	zinc finger protein 69
ENSG00000196460	NM_001145664	Homo sapiens	hypothetical protein LOC731220
ENSG00000005801	NM_001130520	Homo sapiens	zinc finger protein 195
ENSG00000005801	NM_001130519	Homo sapiens	zinc finger protein 195
ENSG00000005801	NM_007152	Homo sapiens	zinc finger protein 195
ENSG00000109072	NM_000638	Homo sapiens	vitronectin
ENSG00000102145	NM_002049	Homo sapiens	GATA binding protein 1 (globin transcription factor 1)
ENSG00000215343	NM_001039615	Homo sapiens	zinc finger protein 705D; zinc finger protein 705C pseudogene
ENSG00000078043	NM_173206	Homo sapiens	protein inhibitor of activated STAT, 2
ENSG00000078043	NM_004671	Homo sapiens	protein inhibitor of activated STAT, 2
ENSG00000197714	NM_006635	Homo sapiens	zinc finger protein 460
ENSG00000179111	NM_032580	Homo sapiens	hairy and enhancer of split 7 (Drosophila)
ENSG00000179111	NM_001165967	Homo sapiens	hairy and enhancer of split 7 (Drosophila)
ENSG00000135899	NM_004510	Homo sapiens	SP110 nuclear body protein
ENSG00000135899	NM_004509	Homo sapiens	SP110 nuclear body protein
ENSG00000135899	NM_080424	Homo sapiens	SP110 nuclear body protein
ENSG00000125798	XM_002345401	Homo sapiens	forkhead box A2
ENSG00000125798	NM_021784	Homo sapiens	forkhead box A2
ENSG00000125798	NM_153675	Homo sapiens	forkhead box A2
ENSG00000198815	NM_014947	Homo sapiens	forkhead box J3
ENSG00000198816	NM_018083	Homo sapiens	zinc finger protein 358
ENSG00000166402	NM_003320	Homo sapiens	tubby homolog (mouse)
ENSG00000166402	NM_177972	Homo sapiens	tubby homolog (mouse)
ENSG00000100811	NM_003403	Homo sapiens	YY1 transcription factor
ENSG00000204779	NM_001126334	Homo sapiens	forkhead box D4-like 5
ENSG00000189403	NM_002128	Homo sapiens	high-mobility group box 1; high-mobility group box 1-like 10
ENSG00000196456	NM_173680	Homo sapiens	zinc finger protein 775
ENSG00000172346	NM_014460	Homo sapiens	cold shock domain containing C2, RNA binding
ENSG00000185513	NM_015478	Homo sapiens	l(3)mbt-like (Drosophila)
ENSG00000185513	NM_032107	Homo sapiens	l(3)mbt-like (Drosophila)
ENSG00000130684	NM_015655	Homo sapiens	zinc finger protein 337
ENSG00000205250	NM_001950	Homo sapiens	E2F transcription factor 4, p107/p130-binding
ENSG00000162419	NM_006582	Homo sapiens	glucocorticoid modulatory element binding protein 1
ENSG00000162419	NM_024482	Homo sapiens	glucocorticoid modulatory element binding protein 1
