From	To	Species	Gene Name
ENSMUSG00000070828	XM_979850	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_919970	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	NM_001110316	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	NM_001100186	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_891198	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	NM_001013765	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_906656	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	NM_001161802	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_001479587	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_983435	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_899474	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_620418	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_001479557	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000070828	XM_001479576	Mus musculus	zinc finger and SCAN domain containing 4F; zinc finger and SCAN domain containing 4E; zinc finger and SCAN domain containing 4D; expresssed sequence BQ559217; zinc finger and SCAN domain containing 4C; zinc finger and SCAN domain containing 4B; zinc finger and SCAN domain containing 4, pseudogene 1; predicted gene 4186; zinc finger and SCAN domain containing 4, pseudogene 2; zinc finger and SCAN domain containing 4, pseudogene 3; similar to Gene model 397, (NCBI)
ENSMUSG00000031921	NM_001083118	Mus musculus	telomeric repeat binding factor 2
ENSMUSG00000031921	NM_009353	Mus musculus	telomeric repeat binding factor 2
ENSMUSG00000056854	NM_008901	Mus musculus	POU domain, class 3, transcription factor 4
ENSMUSG00000003923	NM_009360	Mus musculus	transcription factor A, mitochondrial
ENSMUSG00000003929	NM_207541	Mus musculus	zinc finger protein 81
ENSMUSG00000029127	NM_029162	Mus musculus	zinc finger protein 509
ENSMUSG00000055480	NM_001001152	Mus musculus	zinc finger protein 458
ENSMUSG00000000103	NM_009571	Mus musculus	zinc finger protein 2, Y linked
ENSMUSG00000049728	NM_146259	Mus musculus	zinc finger protein 668
ENSMUSG00000007415	NM_026033	Mus musculus	GATA zinc finger domain containing 1
ENSMUSG00000047141	NM_028059	Mus musculus	zinc finger protein 654
ENSMUSG00000025025	NM_001008543	Mus musculus	Max interacting protein 1
ENSMUSG00000025025	NM_001008542	Mus musculus	Max interacting protein 1
ENSMUSG00000025025	NM_010847	Mus musculus	Max interacting protein 1
ENSMUSG00000047143	NM_172296	Mus musculus	doublesex and mab-3 related transcription factor like family A2
ENSMUSG00000022676	NM_011415	Mus musculus	snail homolog 2 (Drosophila)
ENSMUSG00000057982	NM_172763	Mus musculus	zinc finger protein 809
ENSMUSG00000057982	NM_001164624	Mus musculus	zinc finger protein 809
ENSMUSG00000023927	NM_001163632	Mus musculus	special AT-rich sequence binding protein 1
ENSMUSG00000023927	NM_009122	Mus musculus	special AT-rich sequence binding protein 1
ENSMUSG00000023927	NM_001163630	Mus musculus	special AT-rich sequence binding protein 1
ENSMUSG00000023927	NM_001163631	Mus musculus	special AT-rich sequence binding protein 1
ENSMUSG00000005698	NM_007794	Mus musculus	CCCTC-binding factor
ENSMUSG00000005698	NM_181322	Mus musculus	CCCTC-binding factor
ENSMUSG00000004040	NM_213660	Mus musculus	similar to Stat3B; signal transducer and activator of transcription 3
ENSMUSG00000004040	XM_001474017	Mus musculus	similar to Stat3B; signal transducer and activator of transcription 3
ENSMUSG00000004040	NM_213659	Mus musculus	similar to Stat3B; signal transducer and activator of transcription 3
ENSMUSG00000004040	NM_011486	Mus musculus	similar to Stat3B; signal transducer and activator of transcription 3
ENSMUSG00000044452	XM_001002219	Mus musculus	zinc finger protein 507
ENSMUSG00000044452	XM_145521	Mus musculus	zinc finger protein 507
ENSMUSG00000044452	NM_177739	Mus musculus	zinc finger protein 507
ENSMUSG00000057101	XM_992349	Mus musculus	similar to Cys2/His2 zinc finger protein (rKr1); zinc finger protein 180
ENSMUSG00000057101	NM_001045486	Mus musculus	similar to Cys2/His2 zinc finger protein (rKr1); zinc finger protein 180
ENSMUSG00000004043	NM_001164062	Mus musculus	signal transducer and activator of transcription 5A
ENSMUSG00000004043	NM_011488	Mus musculus	signal transducer and activator of transcription 5A
ENSMUSG00000054893	NM_001024928	Mus musculus	zinc finger protein 667
ENSMUSG00000001280	NM_013672	Mus musculus	trans-acting transcription factor 1
ENSMUSG00000028799	NM_001081098	Mus musculus	zinc finger protein 362
ENSMUSG00000070605	NM_027285	Mus musculus	predicted gene 13251; predicted gene, OTTMUSG00000010657; RIKEN cDNA 1700029I01 gene
ENSMUSG00000070605	XM_485487	Mus musculus	predicted gene 13251; predicted gene, OTTMUSG00000010657; RIKEN cDNA 1700029I01 gene
ENSMUSG00000070605	NM_001083918	Mus musculus	predicted gene 13251; predicted gene, OTTMUSG00000010657; RIKEN cDNA 1700029I01 gene
ENSMUSG00000070605	NM_001085522	Mus musculus	predicted gene 13251; predicted gene, OTTMUSG00000010657; RIKEN cDNA 1700029I01 gene
ENSMUSG00000021485	NM_016662	Mus musculus	Max dimerization protein 3
ENSMUSG00000035451	NM_008259	Mus musculus	forkhead box A1; similar to Hepatocyte nuclear factor 3-alpha (HNF-3A) (Forkhead box protein A1)
ENSMUSG00000035451	XM_001478276	Mus musculus	forkhead box A1; similar to Hepatocyte nuclear factor 3-alpha (HNF-3A) (Forkhead box protein A1)
ENSMUSG00000001288	NM_011244	Mus musculus	retinoic acid receptor, gamma
ENSMUSG00000001288	NM_001042727	Mus musculus	retinoic acid receptor, gamma
ENSMUSG00000027985	NM_010703	Mus musculus	lymphoid enhancer binding factor 1
ENSMUSG00000058881	NM_183033	Mus musculus	zinc finger protein 516
ENSMUSG00000000823	NM_001164597	Mus musculus	zinc finger protein 512B
ENSMUSG00000000823	XM_990196	Mus musculus	zinc finger protein 512B
ENSMUSG00000000823	XM_977462	Mus musculus	zinc finger protein 512B
ENSMUSG00000058883	NM_001012448	Mus musculus	zinc finger protein 708
ENSMUSG00000058883	NM_001012449	Mus musculus	zinc finger protein 708
ENSMUSG00000058883	NM_001012325	Mus musculus	zinc finger protein 708
ENSMUSG00000058886	NM_016874	Mus musculus	deformed epidermal autoregulatory factor 1 (Drosophila)
ENSMUSG00000034957	NM_007678	Mus musculus	CCAAT/enhancer binding protein (C/EBP), alpha
ENSMUSG00000070031	XM_001473384	Mus musculus	predicted gene 2389; Sp140 nuclear body protein
ENSMUSG00000070031	NM_001013817	Mus musculus	predicted gene 2389; Sp140 nuclear body protein
ENSMUSG00000015843	NM_009107	Mus musculus	retinoid X receptor gamma
ENSMUSG00000015843	NM_001159731	Mus musculus	retinoid X receptor gamma
ENSMUSG00000010505	NM_008665	Mus musculus	myelin transcription factor 1
ENSMUSG00000010505	NM_001171680	Mus musculus	myelin transcription factor 1
ENSMUSG00000010505	NM_001171616	Mus musculus	myelin transcription factor 1
ENSMUSG00000010505	NM_001171615	Mus musculus	myelin transcription factor 1
ENSMUSG00000025019	NM_172154	Mus musculus	ligand dependent nuclear receptor corepressor
ENSMUSG00000004842	NM_008849	Mus musculus	POU domain, class 1, transcription factor 1 (Pit1, growth hormone factor 1)
ENSMUSG00000047171	NM_173789	Mus musculus	Hey-like transcription factor (zebrafish)
ENSMUSG00000045179	NM_009237	Mus musculus	SRY-box containing gene 3
ENSMUSG00000049755	NM_178761	Mus musculus	zinc finger protein 672
ENSMUSG00000070034	NM_175397	Mus musculus	predicted gene 15753; Sp110 nuclear body protein
ENSMUSG00000070034	XM_001476612	Mus musculus	predicted gene 15753; Sp110 nuclear body protein
ENSMUSG00000021099	NM_011384	Mus musculus	sine oculis-related homeobox 6 homolog (Drosophila)
ENSMUSG00000015846	XM_001477331	Mus musculus	retinoid X receptor alpha; similar to retinoid X receptor-alpha
ENSMUSG00000015846	NM_011305	Mus musculus	retinoid X receptor alpha; similar to retinoid X receptor-alpha
ENSMUSG00000062931	XM_001479560	Mus musculus	RIKEN cDNA B230315N10 gene
ENSMUSG00000062931	NM_001105557	Mus musculus	RIKEN cDNA B230315N10 gene
ENSMUSG00000062931	XM_916781	Mus musculus	RIKEN cDNA B230315N10 gene
ENSMUSG00000062931	XM_001479757	Mus musculus	RIKEN cDNA B230315N10 gene
ENSMUSG00000008398	NM_013508	Mus musculus	ELK3, member of ETS oncogene family
ENSMUSG00000008398	NM_205536	Mus musculus	ELK3, member of ETS oncogene family
ENSMUSG00000036816	XM_001472899	Mus musculus	similar to transcription factor Math5; atonal homolog 7 (Drosophila)
ENSMUSG00000036816	NM_016864	Mus musculus	similar to transcription factor Math5; atonal homolog 7 (Drosophila)
ENSMUSG00000078339	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078339	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000002057	NM_008238	Mus musculus	forkhead box N1
ENSMUSG00000078337	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078337	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078338	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000062939	NM_011487	Mus musculus	signal transducer and activator of transcription 4
ENSMUSG00000014592	NM_001081557	Mus musculus	calmodulin binding transcription activator 1
ENSMUSG00000014592	NM_001166021	Mus musculus	calmodulin binding transcription activator 1
ENSMUSG00000044646	NM_145356	Mus musculus	zinc finger and BTB domain containing 7C
ENSMUSG00000024695	NM_053009	Mus musculus	Zfp91-Cntf readthrough transcript; zinc finger protein 91; ciliary neurotrophic factor
ENSMUSG00000024695	NM_170786	Mus musculus	Zfp91-Cntf readthrough transcript; zinc finger protein 91; ciliary neurotrophic factor
ENSMUSG00000051251	NM_010916	Mus musculus	nescient helix loop helix 1
ENSMUSG00000021095	NM_010351	Mus musculus	goosecoid homeobox
ENSMUSG00000078341	NM_001025260	Mus musculus	predicted gene 14484
ENSMUSG00000078340	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078340	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078343	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001477106	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001477063	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001477078	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078342	XM_001472536	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001477092	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001477023	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001477035	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	XM_001476992	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
ENSMUSG00000078345	NM_001111037	Mus musculus	predicted gene 14478; predicted gene 14482; predicted gene 14477; predicted gene 14476; predicted gene 14475; similar to 1700012L04Rik protein; predicted gene 14479; predicted gene, OTTMUSG00000016789
